District,Number_of_Cases,Week_Start_Date,Year,Month,Week,Week_End_Date,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Avg Wind Speed (km/h),Max Wind Gusts (km/h),Avg Daylight Duration (hours)
NuwaraEliya,1,2011-05-16,2011,5,20,2011-05-23,21.875,15.3125,24.6,16.4,23.4,7.5125,41.4,12.4541666666667
NuwaraEliya,6,2011-05-23,2011,5,21,2011-05-30,21.8625,16.4125,24.5125,17.1875,54.5,12.4375,56.5,12.4833333333333
NuwaraEliya,4,2011-05-30,2011,5,22,2011-06-06,22.0875,16.3375,23.8625,16.75,30.5,15.7875,62.3,12.4979166666667
NuwaraEliya,5,2011-06-06,2011,6,23,2011-06-13,22.0875,16.425,23.7125,17.05,18.9,14.0375,51.8,12.5145833333333
NuwaraEliya,1,2011-06-13,2011,6,24,2011-06-20,21.8375,16.1125,22.3,16.1375,17.3,18.7625,64.8,12.5229166666667
NuwaraEliya,5,2011-06-20,2011,6,25,2011-06-27,22.2625,15.65,22.9875,15.575,15.9,17.975,65.5,12.525
NuwaraEliya,3,2011-06-27,2011,6,26,2011-07-04,22.2375,15.6625,23.3375,15.6625,34.6,14.9,66.6,12.51875
NuwaraEliya,8,2011-07-04,2011,7,27,2011-07-11,21.7375,15.85,23.5,16.25,65.8,13.4625,58.3,12.50625
NuwaraEliya,7,2011-07-11,2011,7,28,2011-07-18,21.65,15.925,22.6625,15.7625,41.4,18.2375,68.8,12.4895833333333
NuwaraEliya,15,2011-07-18,2011,7,29,2011-07-25,21.375,16.2,22.25,16.35,34.1,17.05,59.4,12.46875
NuwaraEliya,12,2011-07-25,2011,7,30,2011-08-01,21.475,15.8125,22.3875,15.8125,22.4,17.6125,62.3,12.4354166666667
NuwaraEliya,1,2011-08-01,2011,8,31,2011-08-08,21.475,15.6875,22.35,15.7375,31.3,16.3125,62.3,12.4020833333333
NuwaraEliya,3,2011-08-08,2011,8,32,2011-08-15,21.15,15.7625,22.6,16.275,52.3,12.975,51.1,12.3645833333333
NuwaraEliya,1,2011-08-15,2011,8,33,2011-08-22,20.6,15.325,22.3375,15.8125,55.5,12.775,58.3,12.3291666666667
NuwaraEliya,3,2011-08-22,2011,8,34,2011-08-29,20.9,15.425,22.2625,15.6,39.6,15.575,59.0,12.2875
NuwaraEliya,7,2011-08-29,2011,8,35,2011-09-05,21.425,15.6125,22.975,15.7,45.7,16.2375,59.8,12.2479166666667
NuwaraEliya,3,2011-09-05,2011,9,36,2011-09-12,21.25,15.65,23.1625,15.9125,79.2,14.5625,60.8,12.2041666666667
NuwaraEliya,7,2011-09-12,2011,9,37,2011-09-19,20.675,15.2375,22.0625,15.425,69.4,14.0125,68.8,12.1604166666667
NuwaraEliya,3,2011-09-19,2011,9,38,2011-09-26,21.9125,14.525,23.4625,14.6875,25.0,12.8625,50.4,12.1166666666667
NuwaraEliya,4,2011-09-26,2011,9,39,2011-10-03,22.2875,14.6875,24.5875,15.1125,41.0,9.125,37.8,12.0729166666667
NuwaraEliya,7,2011-10-03,2011,10,40,2011-10-10,21.5375,15.1375,23.4875,15.8125,46.4,8.9375,37.4,12.025
NuwaraEliya,11,2011-10-10,2011,10,41,2011-10-17,20.875,14.975,23.675,15.975,82.9,6.8375,36.7,11.9875
NuwaraEliya,3,2011-10-17,2011,10,42,2011-10-24,20.5875,14.8375,23.375,16.025,140.9,5.8375,36.7,11.94375
NuwaraEliya,20,2011-10-24,2011,10,43,2011-10-31,19.7875,15.2,22.025,16.35,186.7,6.6625,38.5,11.9041666666667
NuwaraEliya,2,2011-10-31,2011,10,44,2011-11-07,19.8625,15.15,21.65,16.275,66.8,6.3125,42.5,11.8666666666667
NuwaraEliya,2,2011-11-07,2011,11,45,2011-11-14,20.4625,14.1375,22.1625,15.025,21.5,6.4875,27.4,11.8291666666667
NuwaraEliya,0,2011-11-14,2011,11,46,2011-11-21,20.2625,14.8,21.8875,15.625,31.0,7.9125,40.7,11.7979166666667
NuwaraEliya,8,2011-11-21,2011,11,47,2011-11-28,19.45,15.2625,20.6375,15.875,136.9,11.025,64.8,11.7708333333333
NuwaraEliya,1,2011-11-28,2011,11,48,2011-12-05,20.3625,14.6125,22.0,15.475,34.9,7.4,51.1,11.75
NuwaraEliya,5,2011-12-05,2011,12,49,2011-12-12,20.3375,14.65,21.8875,15.475,28.7,6.9625,31.0,11.73125
NuwaraEliya,10,2011-12-12,2011,12,50,2011-12-19,19.4125,14.825,20.55,15.4,159.7,9.1,54.7,11.725
NuwaraEliya,5,2011-12-19,2011,12,51,2011-12-26,18.9125,14.9125,19.9375,15.5375,175.1,8.625,61.6,11.71875
NuwaraEliya,0,2011-12-26,2011,12,52,2012-01-02,20.8,13.3625,22.2875,13.1875,6.5,6.675,36.7,11.7208333333333
NuwaraEliya,5,2012-01-02,2012,1,1,2012-01-09,20.375,13.975,22.3,14.45,42.6,8.25,37.8,11.7354166666667
NuwaraEliya,4,2012-01-09,2012,1,2,2012-01-16,20.2,13.6125,21.6625,13.675,2.4,7.1375,36.0,11.7541666666667
NuwaraEliya,5,2012-01-16,2012,1,3,2012-01-23,20.4625,13.6,21.9875,14.2,7.6,4.6375,24.8,11.7770833333333
NuwaraEliya,5,2012-01-23,2012,1,4,2012-01-30,19.9375,13.3,21.35,13.6625,13.4,5.625,24.8,11.8041666666667
NuwaraEliya,7,2012-01-30,2012,1,5,2012-02-06,20.3875,13.9125,21.675,14.35,15.9,8.3625,37.4,11.8375
NuwaraEliya,2,2012-02-06,2012,2,6,2012-02-13,20.4875,14.0875,22.025,14.575,37.6,8.6125,38.5,11.8708333333333
NuwaraEliya,8,2012-02-13,2012,2,7,2012-02-20,20.475,13.775,22.1,14.075,54.7,8.025,33.8,11.9104166666667
NuwaraEliya,14,2012-02-20,2012,2,8,2012-02-27,21.25,13.1625,22.45,12.5625,16.1,8.0625,33.8,11.9520833333333
NuwaraEliya,6,2012-02-27,2012,2,9,2012-03-05,21.8,14.2625,24.3625,15.2125,41.1,5.9375,33.8,12.0020833333333
NuwaraEliya,10,2012-03-05,2012,3,10,2012-03-12,21.925,13.6125,23.525,14.2,1.9,7.4375,32.0,12.0354166666667
NuwaraEliya,7,2012-03-12,2012,3,11,2012-03-19,21.9375,14.425,24.4625,15.45,16.5,6.775,31.0,12.0875
NuwaraEliya,2,2012-03-19,2012,3,12,2012-03-26,22.9,13.5,24.4875,13.7625,2.6,5.7125,28.1,12.125
NuwaraEliya,9,2012-03-26,2012,3,13,2012-04-02,21.6875,14.2875,24.4875,15.1375,63.4,4.8125,34.2,12.1708333333333
NuwaraEliya,10,2012-04-02,2012,4,14,2012-04-09,21.05,14.675,24.9375,15.9625,131.2,3.5875,27.4,12.21875
NuwaraEliya,2,2012-04-09,2012,4,15,2012-04-16,21.175,14.7875,24.7125,16.0875,98.0,4.9875,27.4,12.2604166666667
NuwaraEliya,11,2012-04-16,2012,4,16,2012-04-23,21.275,15.7375,24.3625,17.1,86.8,6.15,34.6,12.3104166666667
NuwaraEliya,0,2012-04-23,2012,4,17,2012-04-30,21.025,15.9125,23.4,16.85,60.6,10.1125,46.8,12.3520833333333
NuwaraEliya,0,2012-04-30,2012,4,18,2012-05-07,22.3625,14.475,24.725,14.625,6.8,10.5875,44.6,12.3833333333333
NuwaraEliya,0,2012-05-07,2012,5,19,2012-05-14,22.2375,15.25,24.9625,16.0625,20.9,8.025,36.4,12.4166666666667
NuwaraEliya,0,2012-05-14,2012,5,20,2012-05-21,23.0125,15.625,25.375,16.0875,19.6,10.8125,41.0,12.4479166666667
NuwaraEliya,0,2012-05-21,2012,5,21,2012-05-28,22.1375,17.1125,23.95,17.5875,22.8,15.95,59.8,12.4770833333333
NuwaraEliya,0,2012-05-28,2012,5,22,2012-06-04,22.5125,16.9125,24.2375,17.375,19.6,16.4125,58.0,12.4979166666667
NuwaraEliya,0,2012-06-04,2012,6,23,2012-06-11,21.9625,16.825,22.7,16.9125,23.3,18.1625,67.7,12.5104166666667
NuwaraEliya,0,2012-06-11,2012,6,24,2012-06-18,21.575,16.1625,21.875,16.3125,17.5,17.5625,64.4,12.51875
NuwaraEliya,0,2012-06-18,2012,6,25,2012-06-25,21.125,15.7875,21.4875,15.7125,15.5,17.2375,64.4,12.5270833333333
NuwaraEliya,0,2012-06-25,2012,6,26,2012-07-02,21.625,15.825,23.125,15.9625,36.1,15.1875,69.8,12.5208333333333
NuwaraEliya,0,2012-07-02,2012,7,27,2012-07-09,21.475,15.8375,22.375,15.675,51.2,17.95,69.8,12.5083333333333
NuwaraEliya,0,2012-07-09,2012,7,28,2012-07-16,21.825,15.975,23.8625,16.4,67.8,12.1625,59.0,12.4916666666667
NuwaraEliya,0,2012-07-16,2012,7,29,2012-07-23,21.2125,15.5,22.4125,15.65,22.0,15.55,68.0,12.4729166666667
NuwaraEliya,4,2012-07-23,2012,7,30,2012-07-30,21.7375,15.5875,22.55,15.6,12.9,16.7,59.4,12.4416666666667
NuwaraEliya,1,2012-07-30,2012,7,31,2012-08-06,22.075,15.5625,22.625,15.6375,11.1,16.2,57.2,12.4104166666667
NuwaraEliya,7,2012-08-06,2012,8,32,2012-08-13,21.3,15.4875,22.5,15.825,40.3,14.4625,58.3,12.36875
NuwaraEliya,6,2012-08-13,2012,8,33,2012-08-20,21.475,15.5875,22.65,15.675,47.7,15.7375,70.6,12.3375
NuwaraEliya,5,2012-08-20,2012,8,34,2012-08-27,21.1,15.1625,22.4,15.475,39.7,13.9375,67.7,12.2979166666667
NuwaraEliya,1,2012-08-27,2012,8,35,2012-09-03,21.1875,15.6875,22.8,15.8625,53.5,16.1,66.2,12.2541666666667
NuwaraEliya,7,2012-09-03,2012,9,36,2012-09-10,21.425,15.7125,23.575,16.1125,58.5,14.45,59.4,12.2125
NuwaraEliya,2,2012-09-10,2012,9,37,2012-09-17,21.1875,15.4625,22.625,15.925,25.2,14.8625,59.4,12.1666666666667
NuwaraEliya,3,2012-09-17,2012,9,38,2012-09-24,21.1125,15.2875,23.2875,15.975,63.9,10.775,47.9,12.1229166666667
NuwaraEliya,9,2012-09-24,2012,9,39,2012-10-01,21.45,15.0,22.925,15.3125,30.9,13.65,56.5,12.0791666666667
NuwaraEliya,2,2012-10-01,2012,10,40,2012-10-08,22.5875,14.5,25.05,15.0875,44.7,8.825,49.0,12.0333333333333
NuwaraEliya,6,2012-10-08,2012,10,41,2012-10-15,21.0375,15.1125,24.3125,16.1875,182.9,5.325,29.5,11.99375
NuwaraEliya,6,2012-10-15,2012,10,42,2012-10-22,20.0,14.925,22.4125,15.975,241.4,5.5875,28.1,11.9520833333333
NuwaraEliya,2,2012-10-22,2012,10,43,2012-10-29,20.025,15.2625,22.325,16.1375,233.1,7.8125,69.1,11.9125
NuwaraEliya,4,2012-10-29,2012,10,44,2012-11-05,19.625,15.0375,20.9875,15.3625,175.2,11.0875,78.8,11.8708333333333
NuwaraEliya,5,2012-11-05,2012,11,45,2012-11-12,20.5375,14.6625,22.95,15.8625,109.5,5.7625,32.0,11.8333333333333
NuwaraEliya,7,2012-11-12,2012,11,46,2012-11-19,20.3125,15.2875,22.1,16.525,103.0,6.7625,30.6,11.8020833333333
NuwaraEliya,5,2012-11-19,2012,11,47,2012-11-26,21.0125,15.4,23.275,16.825,38.3,5.875,27.7,11.7770833333333
NuwaraEliya,5,2012-11-26,2012,11,48,2012-12-03,20.575,15.175,22.2375,16.225,81.0,5.7875,27.4,11.7541666666667
NuwaraEliya,1,2012-12-03,2012,12,49,2012-12-10,20.0375,14.6875,21.35,15.4125,38.5,7.8125,41.4,11.73125
NuwaraEliya,3,2012-12-10,2012,12,50,2012-12-17,19.8125,13.4125,20.7625,13.4625,71.9,8.35,58.7,11.7229166666667
NuwaraEliya,2,2012-12-17,2012,12,51,2012-12-24,18.9875,15.3,20.2375,15.9875,145.0,10.05,58.7,11.7166666666667
NuwaraEliya,4,2012-12-24,2012,12,52,2012-12-31,20.0875,15.5625,22.1625,16.6875,90.3,7.0875,43.6,11.7229166666667
NuwaraEliya,1,2012-12-31,2012,12,1,2013-01-07,19.0125,14.8,19.975,15.2625,219.9,7.8875,40.3,11.73125
NuwaraEliya,2,2013-01-07,2013,1,2,2013-01-14,19.875,15.0125,21.425,15.75,180.7,6.475,33.8,11.7479166666667
NuwaraEliya,3,2013-01-14,2013,1,3,2013-01-21,20.85,12.7875,22.4,12.7125,0.9,6.8625,30.6,11.7708333333333
NuwaraEliya,4,2013-01-21,2013,1,4,2013-01-28,20.0875,14.2625,21.8125,14.525,68.8,7.65,41.0,11.7979166666667
NuwaraEliya,9,2013-01-28,2013,1,5,2013-02-04,20.7875,13.075,22.5125,12.7625,4.2,7.55,31.7,11.83125
NuwaraEliya,0,2013-02-04,2013,2,6,2013-02-11,19.8875,14.5625,21.55,15.3875,43.9,7.3125,56.5,11.8666666666667
NuwaraEliya,6,2013-02-11,2013,2,7,2013-02-18,20.1125,14.95,22.4125,15.7875,127.8,7.65,56.5,11.9041666666667
NuwaraEliya,1,2013-02-18,2013,2,8,2013-02-25,20.6875,13.575,22.9625,14.1,13.6,6.5875,30.2,11.94375
NuwaraEliya,3,2013-02-25,2013,2,9,2013-03-04,20.6375,13.8875,22.3125,14.0,38.7,7.8625,38.2,11.9916666666667
NuwaraEliya,4,2013-03-04,2013,3,10,2013-03-11,20.625,15.125,23.375,16.0875,97.4,7.925,38.2,12.0270833333333
NuwaraEliya,5,2013-03-11,2013,3,11,2013-03-18,21.0875,15.025,24.425,16.3125,54.5,4.9625,24.8,12.075
NuwaraEliya,4,2013-03-18,2013,3,12,2013-03-25,21.7625,14.4625,24.8,15.6125,42.6,5.1625,29.5,12.11875
NuwaraEliya,5,2013-03-25,2013,3,13,2013-04-01,22.1375,15.2375,26.0625,16.7625,51.0,4.3375,24.1,12.1645833333333
NuwaraEliya,4,2013-04-01,2013,4,14,2013-04-08,22.65,15.7,25.7,17.1125,3.2,5.2375,27.4,12.2125
NuwaraEliya,1,2013-04-08,2013,4,15,2013-04-15,22.0625,15.775,25.5,17.4125,114.5,5.35,25.9,12.2520833333333
NuwaraEliya,1,2013-04-15,2013,4,16,2013-04-22,22.475,15.925,26.25,17.4125,27.1,5.025,28.8,12.3020833333333
NuwaraEliya,1,2013-04-22,2013,4,17,2013-04-29,21.675,15.675,25.1,17.325,44.8,4.4125,25.9,12.3416666666667
NuwaraEliya,4,2013-04-29,2013,4,18,2013-05-06,21.6625,16.375,25.025,17.9,104.2,5.525,31.7,12.3791666666667
NuwaraEliya,4,2013-05-06,2013,5,19,2013-05-13,22.0,16.975,24.8875,18.15,52.7,10.2875,52.9,12.4104166666667
NuwaraEliya,5,2013-05-13,2013,5,20,2013-05-20,22.0625,16.9125,24.9625,17.7875,57.4,11.775,52.9,12.44375
NuwaraEliya,2,2013-05-20,2013,5,21,2013-05-27,21.4625,16.925,23.6,17.5625,28.1,15.1125,56.9,12.475
NuwaraEliya,1,2013-05-27,2013,5,22,2013-06-03,20.55,15.95,21.8625,15.9625,69.1,16.3875,81.7,12.4958333333333
NuwaraEliya,10,2013-06-03,2013,6,23,2013-06-10,20.2625,15.9375,21.2125,15.675,86.3,17.425,81.7,12.5083333333333
NuwaraEliya,4,2013-06-10,2013,6,24,2013-06-17,20.6625,16.0125,21.8875,15.625,80.9,18.1125,79.9,12.51875
NuwaraEliya,2,2013-06-17,2013,6,25,2013-06-24,20.2625,15.9875,21.2125,15.775,86.6,18.0375,74.2,12.5229166666667
NuwaraEliya,2,2013-06-24,2013,6,26,2013-07-01,20.675,15.65,21.9875,15.8125,42.2,15.05,66.6,12.5229166666667
NuwaraEliya,4,2013-07-01,2013,7,27,2013-07-08,20.6,15.6625,21.9625,15.525,57.6,16.525,61.2,12.5125
NuwaraEliya,3,2013-07-08,2013,7,28,2013-07-15,20.45,15.6375,21.25,15.65,43.4,16.9,59.8,12.4979166666667
NuwaraEliya,9,2013-07-15,2013,7,29,2013-07-22,20.6375,15.6625,21.425,15.5,34.4,17.85,67.3,12.475
NuwaraEliya,5,2013-07-22,2013,7,30,2013-07-29,20.9,15.4125,22.15,15.325,40.0,16.1125,62.6,12.4479166666667
NuwaraEliya,12,2013-07-29,2013,7,31,2013-08-05,20.65,15.5625,21.0625,15.0375,73.9,18.1625,69.1,12.41875
NuwaraEliya,6,2013-08-05,2013,8,32,2013-08-12,20.525,15.2,21.5125,15.075,37.8,15.6125,65.5,12.3729166666667
NuwaraEliya,3,2013-08-12,2013,8,33,2013-08-19,21.1125,14.9875,22.45,15.2,16.1,14.3625,54.4,12.3395833333333
NuwaraEliya,5,2013-08-19,2013,8,34,2013-08-26,21.575,15.075,22.65,15.1875,19.5,15.1375,58.0,12.30625
NuwaraEliya,8,2013-08-26,2013,8,35,2013-09-02,21.7125,15.5125,24.5125,16.4125,107.0,7.3125,39.6,12.2604166666667
NuwaraEliya,0,2013-09-02,2013,9,36,2013-09-09,20.3625,15.175,22.0875,15.4625,56.8,12.2625,59.0,12.2166666666667
NuwaraEliya,1,2013-09-09,2013,9,37,2013-09-16,20.425,15.175,21.625,15.075,76.2,16.075,62.6,12.1770833333333
NuwaraEliya,7,2013-09-16,2013,9,38,2013-09-23,21.55,15.6375,22.975,15.725,57.0,16.5,69.8,12.1291666666667
NuwaraEliya,4,2013-09-23,2013,9,39,2013-09-30,22.35,14.2625,24.025,14.525,5.2,12.325,54.4,12.0895833333333
NuwaraEliya,6,2013-09-30,2013,9,40,2013-10-07,21.6625,14.5,23.1,14.6625,19.3,13.35,54.4,12.0458333333333
NuwaraEliya,2,2013-10-07,2013,10,41,2013-10-14,21.6125,14.925,22.575,14.925,23.3,15.075,64.1,12.0020833333333
NuwaraEliya,2,2013-10-14,2013,10,42,2013-10-21,20.7,15.0,22.475,15.5,101.2,10.2625,56.2,11.9583333333333
NuwaraEliya,4,2013-10-21,2013,10,43,2013-10-28,21.075,15.0875,23.3625,15.6875,37.5,11.1375,56.2,11.9208333333333
NuwaraEliya,2,2013-10-28,2013,10,44,2013-11-04,20.2875,14.875,22.5875,15.925,73.2,7.775,47.2,11.8770833333333
NuwaraEliya,2,2013-11-04,2013,11,45,2013-11-11,20.4875,14.6875,22.075,15.5625,28.1,8.3,41.8,11.8416666666667
NuwaraEliya,4,2013-11-11,2013,11,46,2013-11-18,20.3875,14.2,21.925,14.975,55.8,7.625,37.8,11.8041666666667
NuwaraEliya,5,2013-11-18,2013,11,47,2013-11-25,20.55,14.6375,22.9625,15.7125,136.5,5.2,25.9,11.7833333333333
NuwaraEliya,3,2013-11-25,2013,11,48,2013-12-02,19.75,14.4375,21.2875,15.3625,41.0,5.9125,32.8,11.75625
NuwaraEliya,9,2013-12-02,2013,12,49,2013-12-09,19.2875,15.2375,20.3875,16.2,99.1,9.2875,46.4,11.7395833333333
NuwaraEliya,5,2013-12-09,2013,12,50,2013-12-16,19.7875,14.1875,20.9875,15.0375,24.2,7.7125,37.4,11.725
NuwaraEliya,6,2013-12-16,2013,12,51,2013-12-23,19.425,14.6375,20.3375,15.0625,34.0,8.1375,37.4,11.725
NuwaraEliya,2,2013-12-23,2013,12,52,2013-12-30,19.675,14.1125,20.5125,14.2875,15.6,8.725,44.6,11.725
NuwaraEliya,8,2013-12-30,2013,12,1,2014-01-06,19.6,14.475,20.725,15.1,30.4,8.225,37.4,11.7291666666667
NuwaraEliya,9,2014-01-06,2014,1,2,2014-01-13,20.1125,14.325,21.7625,14.95,39.2,7.4125,32.8,11.7479166666667
NuwaraEliya,1,2014-01-13,2014,1,3,2014-01-20,19.7375,14.2875,21.2375,14.8125,38.0,6.7125,31.3,11.76875
NuwaraEliya,3,2014-01-20,2014,1,4,2014-01-27,20.0375,13.125,20.925,13.025,2.5,9.0375,33.5,11.7916666666667
NuwaraEliya,1,2014-01-27,2014,1,5,2014-02-03,20.025,14.0125,21.2375,14.2625,24.6,9.2625,41.0,11.8229166666667
NuwaraEliya,1,2014-02-03,2014,2,6,2014-02-10,21.225,11.825,22.6,10.9125,0.0,6.4375,31.0,11.8583333333333
NuwaraEliya,2,2014-02-10,2014,2,7,2014-02-17,22.3,12.825,23.8125,13.425,0.1,6.1,28.1,11.9
NuwaraEliya,6,2014-02-17,2014,2,8,2014-02-24,21.7625,14.5,23.175,15.15,20.8,8.2875,40.7,11.93125
NuwaraEliya,4,2014-02-24,2014,2,9,2014-03-03,21.7625,14.45,23.6875,15.075,11.0,8.5125,42.8,11.9854166666667
NuwaraEliya,1,2014-03-03,2014,3,10,2014-03-10,21.6875,14.3125,24.0125,14.875,24.3,8.1375,37.8,12.01875
NuwaraEliya,2,2014-03-10,2014,3,11,2014-03-17,22.3125,13.225,23.15,12.9125,3.4,11.6375,55.1,12.0666666666667
NuwaraEliya,2,2014-03-17,2014,3,12,2014-03-24,22.225,14.35,24.3875,15.0,31.9,8.975,55.1,12.1125
NuwaraEliya,1,2014-03-24,2014,3,13,2014-03-31,23.475,13.275,24.5625,13.1375,2.8,8.8125,43.2,12.1604166666667
NuwaraEliya,2,2014-03-31,2014,3,14,2014-04-07,23.2,14.6125,25.3625,15.2875,43.9,5.6875,33.5,12.20625
NuwaraEliya,2,2014-04-07,2014,4,15,2014-04-14,22.2625,14.6375,24.6875,15.675,16.4,6.4375,33.1,12.2416666666667
NuwaraEliya,2,2014-04-14,2014,4,16,2014-04-21,22.9125,14.975,24.875,16.075,12.9,6.4,29.9,12.29375
NuwaraEliya,5,2014-04-21,2014,4,17,2014-04-28,22.375,15.8375,25.85,17.425,89.9,5.325,31.3,12.3354166666667
NuwaraEliya,4,2014-04-28,2014,4,18,2014-05-05,21.5625,15.95,25.2875,17.4875,172.4,4.2875,29.2,12.3729166666667
NuwaraEliya,3,2014-05-05,2014,5,19,2014-05-12,21.375,16.075,24.2875,17.25,82.7,6.55,40.0,12.4041666666667
NuwaraEliya,4,2014-05-12,2014,5,20,2014-05-19,22.275,15.7875,25.3875,16.75,26.5,8.6625,37.1,12.4375
NuwaraEliya,2,2014-05-19,2014,5,21,2014-05-26,22.5,16.6125,24.975,17.6,12.7,11.65,49.7,12.4708333333333
NuwaraEliya,5,2014-05-26,2014,5,22,2014-06-02,21.9875,16.825,24.7375,17.875,42.6,10.8375,45.0,12.4916666666667
NuwaraEliya,11,2014-06-02,2014,6,23,2014-06-09,21.725,16.725,23.1625,16.9875,53.2,17.2875,77.8,12.5041666666667
NuwaraEliya,9,2014-06-09,2014,6,24,2014-06-16,22.175,16.975,23.3625,16.975,25.6,18.8,77.8,12.5208333333333
NuwaraEliya,14,2014-06-16,2014,6,25,2014-06-23,21.4875,16.4,21.7,16.0375,23.6,20.25,77.4,12.5229166666667
NuwaraEliya,6,2014-06-23,2014,6,26,2014-06-30,21.875,16.0875,23.0,16.3375,18.6,16.45,61.6,12.5229166666667
NuwaraEliya,4,2014-06-30,2014,6,27,2014-07-07,22.0875,16.7,23.3625,16.925,33.0,16.15,55.8,12.5125
NuwaraEliya,5,2014-07-07,2014,7,28,2014-07-14,20.8375,16.375,20.775,15.7875,43.3,20.7375,90.7,12.5020833333333
NuwaraEliya,14,2014-07-14,2014,7,29,2014-07-21,21.475,15.9625,21.7625,15.6875,18.5,19.6125,76.7,12.4770833333333
NuwaraEliya,11,2014-07-21,2014,7,30,2014-07-28,21.975,16.3375,22.725,16.2125,26.2,18.925,67.0,12.4520833333333
NuwaraEliya,3,2014-07-28,2014,7,31,2014-08-04,21.675,16.2,22.8125,16.025,39.0,18.0875,67.0,12.425
NuwaraEliya,3,2014-08-04,2014,8,32,2014-08-11,21.5,16.1,22.6,16.2625,39.2,15.55,66.6,12.3833333333333
NuwaraEliya,11,2014-08-11,2014,8,33,2014-08-18,21.075,15.7375,22.825,16.0375,68.6,13.7875,55.8,12.3458333333333
NuwaraEliya,11,2014-08-18,2014,8,34,2014-08-25,21.05,15.4875,23.8375,16.0875,77.3,9.4625,60.5,12.3125
NuwaraEliya,3,2014-08-25,2014,8,35,2014-09-01,21.6,14.875,23.0625,14.775,18.4,14.825,58.7,12.2666666666667
NuwaraEliya,2,2014-09-01,2014,9,36,2014-09-08,21.15,15.8,23.175,16.125,62.3,14.0125,51.8,12.2291666666667
NuwaraEliya,3,2014-09-08,2014,9,37,2014-09-15,21.275,15.575,22.8375,15.65,47.8,15.6875,56.5,12.1833333333333
NuwaraEliya,7,2014-09-15,2014,9,38,2014-09-22,21.7375,15.45,23.0875,15.4125,27.9,15.325,63.0,12.1395833333333
NuwaraEliya,5,2014-09-22,2014,9,39,2014-09-29,21.675,15.5,24.7875,16.6125,116.7,5.5375,36.4,12.09375
NuwaraEliya,2,2014-09-29,2014,9,40,2014-10-06,21.15,15.4,24.2125,16.775,149.2,5.9,35.6,12.0541666666667
NuwaraEliya,5,2014-10-06,2014,10,41,2014-10-13,21.2375,15.725,23.35,16.25,35.9,13.525,54.0,12.0083333333333
NuwaraEliya,6,2014-10-13,2014,10,42,2014-10-20,20.325,15.5375,22.6625,16.6375,184.6,6.8375,38.9,11.9666666666667
NuwaraEliya,6,2014-10-20,2014,10,43,2014-10-27,20.8,14.9125,23.75,16.2125,128.1,4.5625,29.5,11.9270833333333
NuwaraEliya,5,2014-10-27,2014,10,44,2014-11-03,20.2,14.825,22.125,15.75,90.7,7.075,45.0,11.8854166666667
NuwaraEliya,4,2014-11-03,2014,11,45,2014-11-10,20.55,14.1625,22.0375,14.85,34.2,9.175,50.4,11.85
NuwaraEliya,21,2014-11-10,2014,11,46,2014-11-17,20.6375,14.7125,22.9375,15.6625,56.9,7.5125,38.9,11.8083333333333
NuwaraEliya,5,2014-11-17,2014,11,47,2014-11-24,19.45,15.25,20.9625,16.15,185.5,8.05,43.9,11.7875
NuwaraEliya,4,2014-11-24,2014,11,48,2014-12-01,19.575,15.175,21.1125,16.0375,134.9,7.9375,42.1,11.7583333333333
NuwaraEliya,9,2014-12-01,2014,12,49,2014-12-08,20.3875,15.25,22.1625,16.325,51.6,5.35,28.1,11.74375
NuwaraEliya,5,2014-12-08,2014,12,50,2014-12-15,20.4,14.725,22.3,15.65,69.4,6.925,29.5,11.7270833333333
NuwaraEliya,9,2014-12-15,2014,12,51,2014-12-22,18.95,15.425,20.7375,16.3875,305.3,7.4125,43.9,11.725
NuwaraEliya,7,2014-12-22,2014,12,52,2014-12-29,17.65,15.1,18.6625,15.875,335.6,9.05,50.4,11.725
NuwaraEliya,6,2014-12-29,2014,12,1,2015-01-05,20.5875,14.5625,22.3625,15.45,13.6,6.7625,50.4,11.7291666666667
NuwaraEliya,2,2015-01-05,2015,1,2,2015-01-12,20.025,13.7375,21.0875,14.1625,3.3,7.7,30.6,11.74375
NuwaraEliya,4,2015-01-12,2015,1,3,2015-01-19,20.7625,14.0875,21.725,14.475,2.4,6.6875,29.9,11.7625
NuwaraEliya,10,2015-01-19,2015,1,4,2015-01-26,20.65,13.2375,21.475,13.075,7.5,7.9375,31.0,11.7875
NuwaraEliya,3,2015-01-26,2015,1,5,2015-02-02,20.925,14.6,22.5125,15.0625,25.0,8.1375,43.9,11.81875
NuwaraEliya,6,2015-02-02,2015,2,6,2015-02-09,20.2625,14.5625,21.575,14.95,37.8,9.975,46.8,11.85
NuwaraEliya,10,2015-02-09,2015,2,7,2015-02-16,20.3625,13.675,22.45,13.7875,72.9,7.8375,34.6,11.8916666666667
NuwaraEliya,1,2015-02-16,2015,2,8,2015-02-23,19.8625,11.675,21.0375,10.925,10.7,7.6625,34.2,11.9270833333333
NuwaraEliya,7,2015-02-23,2015,2,9,2015-03-02,20.55,14.5,23.3875,15.575,72.8,5.1625,29.5,11.975
NuwaraEliya,4,2015-03-02,2015,3,10,2015-03-09,21.3125,13.5,23.9,14.025,13.3,6.5375,28.1,12.0145833333333
